Autor;Título;Catálogo;Descripción;Instrumentación;Fecha;Letras;Comentarios;Edición;Editor;Estreno;URL
Bach, Johann Sebastian (1685–1750);Christum wir sollen loben schon / Was fürchtest du Feind, Herodes, sehr;BWV 696;Chorale setting;Organ;;;fughetta, manuals only;NBANBA, IV/3, S. 23 (Hans Klotz, 1961) – Critical report (1962), S. 45;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000816?lang=en
Bach, Johann Sebastian (1685–1750);Gelobet seist du, Jesu Christ (;BWV 697;Chorale setting;Organ;;;fughetta, manuals only;NBANBA, IV/3, S. 32 (Hans Klotz, 1961) – Critical report (1962), S. 48;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000817?lang=en
Bach, Johann Sebastian (1685–1750);Herr Christ, der ein'ge Gottes Sohn;BWV 698;Chorale setting;Organ;;;fughetta, manuals only;NBANBA, IV/3, S. 35 (Hans Klotz, 1961) – Critical report (1962), S. 49;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000818?lang=en
Bach, Johann Sebastian (1685–1750);Nun komm, der Heiden Heiland;BWV 699;Chorale setting;Organ;;;fughetta, manuals only;NBANBA, IV/3, S. 73 (Hans Klotz, 1961) – Critical report (1962), S. 56;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000819?lang=en
Bach, Johann Sebastian (1685–1750);Vom Himmel hoch, da komm ich her;BWV 700;Chorale setting;Organ;um 1699 (Zehnder 2009);;;NBANBA, IV/3, S. 92 (Hans Klotz, 1961) – Critical report (1962), S. 59;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000820?lang=en
Bach, Johann Sebastian (1685–1750);Vom Himmel hoch, da komm ich her;BWV 701;Chorale setting;Organ;;;fughetta, manuals only;NBANBA, IV/3, S. 96 (Hans Klotz, 1961) – Critical report (1962), S. 60;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000821?lang=en
Bach, Johann Sebastian (1685–1750);Das Jesulein soll doch mein Trost;BWV 702;Chorale setting;Organ;;;"Fughetta; Lit.: Emans, No. 51";NBANBA, IV/10, S. 45 (Reinmar Emans, 2007) – Critical report (2008), S. 101;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000822?lang=en
Bach, Johann Sebastian (1685–1750);Gottes Sohn ist kommen;BWV 703;Chorale setting;Organ;;;fughetta, manuals only;NBANBA, IV/3, S. 34 (Hans Klotz, 1961) – Critical report (1962), S. 49;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000823?lang=en
Bach, Johann Sebastian (1685–1750);Lob sei dem allmächtigen Gott;BWV 704;Chorale setting;Organ;;;fughetta, manuals only;NBANBA, IV/3, S. 62 (Hans Klotz, 1961) – Critical report (1962), S. 54;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000824?lang=en
Bach, Johann Sebastian (1685–1750);Durch Adams Fall ist ganz verderbt;BWV 705;Chorale setting;Organ;;;Lit.: Emans, no. 58;NBANBA, IV/10, S. 47 (Reinmar Emans, 2007) – Critical report (2008), S. 109;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000825?lang=en
Bach, Johann Sebastian (1685–1750);Liebster Jesu, wir sind hier;BWV 706/1,2;Chorale setting;Organ;;;Mehrfach gemeinsam mit BWV 634 + 633 überliefert;NBANBA, IV/3, S. 59 (Hans Klotz, 1961) – Critical report (1962), S. 54;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000826?lang=en
Bach, Johann Sebastian (1685–1750);Ich hab mein Sach Gott heimgestellt;BWV 707;Chorale setting;Organ;;;Lit.: Emans, no. 107;NBANBA, IV/10, S. 87 (Reinmar Emans, 2007) – Critical report (2008), S. 183;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000827?lang=en
Bach, Johann Sebastian (1685–1750);Ich hab mein Sach Gott heimgestellt;BWV 708;Chorale setting;Organ;;;"BWV 708 und 708a: zusammen überliefert (708 = ""alio modo"")";NBANBA, IV/10, S. 86 (Reinmar Emans, 2007) – Critical report (2008), S. 183;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000828?lang=en
Bach, Johann Sebastian (1685–1750);Ich hab mein Sach Gott heimgestellt;BWV 708a;Chorale setting;Organ;;;"BWV 708 und 708a: zusammen überliefert (708 = ""alio modo"")";NBANBA, IV/10, S. 86 (Reinmar Emans, 2007) – Critical report (2008), S. 183;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000829?lang=en
Bach, Johann Sebastian (1685–1750);Herr Jesu Christ, dich zu uns wend;BWV 709;Chorale setting;Organ;;;;NBANBA, IV/3, S. 43 (Hans Klotz, 1961) – Critical report (1962), S. 49ff.;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000830?lang=en
Bach, Johann Sebastian (1685–1750);Wir Christenleut habn jetzund Freud;BWV 710;Chorale setting;Organ;;;;NBANBA, IV/3, S. 100 (Hans Klotz, 1961) – Critical report (1962), S. 61f.;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000831?lang=en
Bach, Johann Sebastian (1685–1750);Allein Gott in der Höh sei Ehr (bicinium);BWV 711;Chorale setting;Organ;;;;NBANBA, IV/3, S. 11 (Hans Klotz, 1961) – Critical report (1962), S. 40f.;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000832?lang=en
Bach, Johann Sebastian (1685–1750);In dich hab ich gehoffet, Her;BWV 712;Chorale setting;Organ;;;"EZ EZ um 1708 (Zehnder 2009); manuals only";NBANBA, IV/3, S. 48 (Hans Klotz, 1961) – Critical report (1962), S. 52;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000833?lang=en
Bach, Johann Sebastian (1685–1750);Jesu, meine Freude;BWV 713;Chorale setting;Organ;;;manuals only;NBANBA, IV/3, S. 54 (Hans Klotz, 1961) – Critical report (1962), S. 53;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000834?lang=en
Bach, Johann Sebastian ? (1685–1750);Jesu, meine Freude (Fantasia, variant);BWV 713a;Chorale setting;Organ;;;"Pedalfassung von BWV 713; Autorschaft bezweifelt, vielleicht spätere Bearbeitung?; Lit.: Emans, Nr. 117";NBANBA, IV/10, S. 93 (Reinmar Emans, 2007) – Critical report (2008), S. 198;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000835?lang=en
Bach, Johann Sebastian (1685–1750);Ach Gott und Herr (Neumeister chorales);BWV 714;Chorale setting;Organ;;;Lit: Emans, No. 5 (1st part only);"NBANBA, IV/3; IV/9, IV/3, S. 3; IV/9, S. 26 (IV/3: Hans Klotz; IV/9: Christoph Wolff, IV/3: 1961; IV/9: 2003) – Critical report (IV/3: 1962, IV/9: 2003), IV/3, S. 39; IV/9, S. 67";Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000836?lang=en
Bach, Johann Sebastian (1685–1750);Allein Gott in der Höh sei Ehr;BWV 715;Chorale setting;Organ;"Arnstadt (?; Wolff 2000); Weimarer Zeit (Zehnder 2009)";;;NBANBA, IV/3, S. 14 (Hans Klotz, 1961) – Critical report (1962), S. 41f.;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000837?lang=en
Bach, Johann Sebastian (1685–1750);Allein Gott in der Höh sei Ehr (Fantasia);BWV 716;Chorale setting;Organ;;;Lit.: Emans, no. 21;NBANBA, IV/10, S. 14 (Reinmar Emans, 2007) – Critical report (2008), S. 50;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000838?lang=en
Bach, Johann Sebastian (1685–1750);Allein Gott in der Höh sei Ehr;BWV 717;Chorale setting;Organ;;;"EZ EZ Weimarer Zeit (Zehnder 2009); manuals only";NBANBA, IV/3, S. 8 (Hans Klotz, 1961) – Critical report (1962), S. 40;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000839?lang=en
Bach, Johann Sebastian (1685–1750);Christ lag in Todesbanden;BWV 718;Chorale setting;Organ;;;;NBANBA, IV/3, S. 16 (Hans Klotz, 1961) – Critical report (1962), S. 42ff.;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000840?lang=en
Bach, Johann Sebastian (1685–1750);Der Tag, der ist so freudenreich (Neumeister chorales);BWV 719;Chorale setting;Organ;;;"EZ EZ um 1704 (Zehnder 2009); Lit.: Emans, no. 52";NBANBA, IV/9, S. 2 und S. 72 (Christoph Wolff, 2003) – Critical report (2003), S. 64, 77;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000841?lang=en
Bach, Johann Sebastian (1685–1750);Ein feste Burg ist unser Gott;BWV 720;Chorale setting;Organ;;;attributed to Johann Michael Bach (only in D B Mus. ms. Bach P 806);NBANBA, IV/3, S. 24 (Hans Klotz, 1961) – Critical report (1962), S. 45ff.;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000842?lang=en
Bach, Johann Sebastian (1685–1750);Erbarm dich mein, o Herre Gott;BWV 721;Chorale setting;Organ;um 1704 (Zehnder 2009);;;NBANBA, IV/3, S. 28 (Hans Klotz, 1961) – Critical report (1962), S. 47;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000843?lang=en
Bach, Johann Sebastian (1685–1750);Gelobet seist du, Jesu Christ;BWV 722;Chorale setting;Organ;Weimarer Zeit (Zehnder 2009);;;NBANBA, IV/3, S. 31 (Hans Klotz, 1961) – Critical report (1962), S. 48;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000844?lang=en
Bach, Johann Sebastian (1685–1750);Gelobet seist du, Jesu Christ;BWV 722a;Chorale setting;Organ;;;ein skizzenhaft andeutender Entwurf von BWV 722;NBANBA, IV/3, S. 30 (Hans Klotz, 1961) – Critical report (1962), S. 47;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000845?lang=en
Bach, Johann Sebastian (1685–1750);Gelobet seist du, Jesu Christ;BWV 723;Chorale setting;Organ;;;"Lit.: Emans, no. 74 (partly attributed to Johann Michael Bach); Chr. Wolff (Ed.), J. M. Bach, Sämtliche Orgelwerke, Neuhausen-Stuttgart 1988, no. 8 (new edition)";NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 362;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000846?lang=en
Bach, Johann Sebastian (1685–1750);Gott durch deine Güte / Gottes Sohn ist kommen;BWV 724;Chorale setting;Organ;um 1699 (Zehnder 2009);;;NBANBA, IV/3, S. 33 (Hans Klotz, 1961) – Critical report (1962), S. 48;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000847?lang=en
Bach, Johann Sebastian (1685–1750);Herr Gott, dich loben wir;BWV 725;Chorale setting;Organ;;;;NBANBA, IV/3, S. 36 (Hans Klotz, 1961) – Critical report (1962), S. 49;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000848?lang=en
Bach, Johann Sebastian (1685–1750);Herr Jesu Christ, dich zu uns wend;BWV 726;Chorale setting;Organ;Weimarer Zeit (Zehnder 2009);;;NBANBA, IV/3, S. 45 (Hans Klotz, 1961) – Critical report (1962), S. 51;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000849?lang=en
Bach, Johann Sebastian (1685–1750);Herzlich tut mich verlangen;BWV 727;Chorale setting;Organ;Weimarer Zeit (Zehnder 2009);;;NBANBA, IV/3, S. 46 (Hans Klotz, 1961) – Critical report (1962), S. 51f.;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000850?lang=en
Bach, Johann Sebastian (1685–1750);Jesus, meine Zuversicht;BWV 728;Chorale setting;Organ;spätestens 1722/1723;;;"NBANBA, IV/3; V/4, IV/3, S. 58; V/4, S. 41 (IV/3: Hans Klotz; V/4: Georg von Dadelsen, IV/3: 1961; V/4: 1957) – Critical report (IV/3: 1962; V/4: 1957), IV/3, S. 53; V/4, 38";Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000851?lang=en
Bach, Johann Sebastian (1685–1750);In dulci jubilo;BWV 729;Chorale setting;Organ;;;;NBANBA, IV/3, S. 52 (Hans Klotz, 1961) – Critical report (1962), S. 52f.;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000852?lang=en
Bach, Johann Sebastian (1685–1750);In dulci jubilo;BWV 729a;Chorale setting;Organ;;;"EZ EZ Weimarer Zeit (Zehnder 2009); ein skizzenhaft andeutender Entwurf von BWV 729";NBANBA, IV/3, S. 50 (Hans Klotz, 1961) – Critical report (1962), S. 52;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000853?lang=en
Bach, Johann Sebastian (1685–1750);Liebster Jesu, wir sind hier;BWV 730;Chorale setting;Organ;Weimarer Zeit (Zehnder 2009);;;NBANBA, IV/3, S. 60 (Hans Klotz, 1961) – Critical report (1962), S. 54;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000854?lang=en
Bach, Johann Sebastian (1685–1750);Liebster Jesu, wir sind hier;BWV 731;Chorale setting;Organ;Weimarer Zeit (Zehnder 2009);;;NBANBA, IV/3, S. 61 (Hans Klotz, 1961) – Critical report (1962), S. 54;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000855?lang=en
Bach, Johann Sebastian (1685–1750);Lobt Gott, ihr Christen, allzugleich;BWV 732;Chorale setting;Organ;Weimarer Zeit (Zehnder 2009);;;NBANBA, IV/3, S. 64 (Hans Klotz, 1961) – Critical report (1962), S. 55;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000856?lang=en
Bach, Johann Sebastian (1685–1750);Lobt Gott, ihr Christen, allzugleich;BWV 732a;Chorale setting;Organ;;;ein skizzenhaft andeutender Entwurf von BWV 732;NBANBA, IV/3, S. 63 (Hans Klotz, 1961) – Critical report (1962), S. 55;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000857?lang=en
Bach, Johann Sebastian (1685–1750);Meine Seele erhebt den Herren (fugue);BWV 733;Chorale setting;Organ;;;"EZ EZ Weimarer Zeit (Zehnder 2009); teilweise J. L. Krebs zugewiesen.";NBANBA, IV/3, S. 65 (Hans Klotz, 1961) – Critical report (1962), S. 55f.;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000858?lang=en
Bach, Johann Sebastian (1685–1750);Nun freut euch, lieben Christen g'mein;BWV 734;Chorale setting;Organ;;;"EZ EZ Weimarer Zeit (Zehnder 2009); manuals only; cf. BWV 734a (= Emans 67) and Emans 66";NBANBA, IV/3, S. 70 (Hans Klotz, 1961) – Critical report (1962), S. 56;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000859?lang=en
Bach, Johann Sebastian ? (1685–1750);Es ist gewisslich an der Zeit;BWV 734a;Chorale setting;Organ;;;"Pedalfassung von BWV 734; Autorschaft bezweifelt, vielleicht spätere Bearbeitung (von L. Scholz?); vgl. BWV 734 und Emans 66";NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 351;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000860?lang=en
Bach, Johann Sebastian (1685–1750);Valet will ich dir geben (fantasia);BWV 735;Chorale setting;Organ;;;;NBANBA, IV/3, S. 77 (Hans Klotz, 1961) – Critical report (1962), S. 57;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000861?lang=en
Bach, Johann Sebastian (1685–1750);Valet will ich dir geben (early version);BWV 735a;Chorale setting;Organ;um 1706 (Zehnder 2009);;;NBANBA, IV/3, S. 81 (Hans Klotz, 1961) – Critical report (1962), S. 57f.;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000862?lang=en
Bach, Johann Sebastian (1685–1750);Valet will ich dir geben;BWV 736;Chorale setting;Organ;;;"EZ EZ späte Weimarer Zeit (Zehnder 2009); in einer Quelle mit beziffertem Satz des Chorals (ohne BWV-Nr.) überliefert";NBANBA, IV/3, S. 84 (Hans Klotz, 1961) – Critical report (1962), S. 58f.;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000863?lang=en
Bach, Johann Sebastian (1685–1750);Vater unser im Himmelreich (Neumeister chorales);BWV 737;Chorale setting;Organ;;;"EZ EZ um 1704 (Zehnder 2009); manuals only";"NBANBA, IV/3; IV/9, IV/3, S. 90; IV/9, S. 36 (IV/3: Hans Klotz; IV/9: Christoph Wolff, IV/3: 1961; IV/9: 2003) – Critical report (IV/3: 1962; IV/9: 2003), IV/3, S. 59; IV/9, S. 70";Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000864?lang=en
Bach, Johann Sebastian (1685–1750);Vom Himmel hoch, da komm ich her;BWV 738;Chorale setting;Organ;;;;NBANBA, IV/3, S. 94 (Hans Klotz, 1961) – Critical report (1962), S. 60;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000865?lang=en
Bach, Johann Sebastian (1685–1750);Vom Himmel hoch, da komm ich her;BWV 738a;Chorale setting;Organ;;;Zweistimmig notierter bezifferter Choral mit Zeilenzwischenspielen.;NBANBA, IV/3, S. 94 (Hans Klotz, 1961) – Critical report (1962), S. 59;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000866?lang=en
Bach, Johann Sebastian (1685–1750);Wie schön leuchtet der Morgenstern;BWV 739;Chorale setting;Organ;;;"EZ EZ um 1704 (Zehnder 2009); Lit.: Emans, no. 184; A. G. Ritter, Zur Geschichte des Orgelspiels (1884, reprint Hildesheim 1969), vol. 2, p. 181ff.";NBANBA, IV/10, S. 2 (Reinmar Emans, 2007) – Critical report (2008), S. 32;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000867?lang=en
Bach, Johann Sebastian (1685–1750);Wir glauben all an einen Gott;BWV 740;Chorale setting;Organ;;;"Partly attributed to J. L. Krebs; Lit.: Emans, no. 189; K. Tittel, in: BJ 1966, p. 130ff.; new edition of various versions: G. Weinberger (Ed.), J. L. Krebs, Sämtliche Orgelwerke, vl. III, Wiesbaden 1986, p. 179.";NBANBA, IV/10, -- (Reinmar Emans, 2007) – Critical report (2008), S. 511;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000868?lang=en
Bach, Johann Sebastian (1685–1750);Ach Gott, vom Himmel sieh darein;BWV 741;Chorale setting;Organ;um 1701 (Zehnder 2009);;;NBANBA, IV/3, S. 4 (Hans Klotz, 1961) – Critical report (1962), S. 39f.;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000869?lang=en
Bach, Johann Sebastian (1685–1750);Ach Herr, mich armen Sünder (Neumeister chorales);BWV 742;Chorale setting;Organ;;;"EZ EZ um 1704 (Zehnder 2009); Lit.: Emans, no. 11";NBANBA, IV/9, S. 28 (Christoph Wolff, 2003) – Critical report (2003), S. 68;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000870?lang=en
Bach, Johann Sebastian (1685–1750);Ach, was ist doch unser Leben;BWV 743;Chorale setting;Organ;;;Lit.: Emans, no. 17;NBANBA, IV/10, S. 11 (Reinmar Emans, 2007) – Critical report (2008), S. 45;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000871?lang=en
Bach, Johann Sebastian ? (1685–1750);Auf meinen lieben Gott;BWV 744;Chorale setting;Organ;;;"Attributed to Johann Ludwig Krebs, s. Emans, no. 29; G. Weinberger (Ed.), J. L. Krebs, Sämtliche Orgelwerke, vl. III, Wiesbaden 1986, p. 150.";NBANBA, IV/10, S. 20 (Reinmar Emans, 2007) – Critical report (2008), S. 62;Übernahme von www.bach.gwdg.de;;https://www.bach-digital.de/receive/BachDigitalWork_work_00000872?lang=en
